disease_id,disease_name,category,typical_severity,is_chronic,description
DIS0218,Acute Fibromyalgia,Musculoskeletal,Moderate,True,"Acute Fibromyalgia is a acute presentation of fibromyalgia, a musculoskeletal condition."
DIS0219,Recurrent Epilepsy,Neurological,Severe,True,"Recurrent Epilepsy is a recurrent presentation of epilepsy, a neurological condition."
DIS0220,Atypical Rheumatoid Arthritis,Musculoskeletal,Severe,True,"Atypical Rheumatoid Arthritis is a atypical presentation of rheumatoid arthritis, a musculoskeletal condition."
DIS0221,Mild Common Cold,Respiratory,Mild,False,"Mild Common Cold is a mild presentation of common cold, a respiratory condition."
DIS0222,Early-Stage Arrhythmia,Cardiovascular,Moderate,True,"Early-Stage Arrhythmia is a early-stage presentation of arrhythmia, a cardiovascular condition."
DIS0223,Recurrent Chickenpox,Infectious,Mild,True,"Recurrent Chickenpox is a recurrent presentation of chickenpox, a infectious condition."
DIS0224,Early-Stage Tonsillitis,ENT,Mild,False,"Early-Stage Tonsillitis is a early-stage presentation of tonsillitis, a ent condition."
DIS0225,Atypical Allergic Rhinitis,Immunological,Mild,True,"Atypical Allergic Rhinitis is a atypical presentation of allergic rhinitis, a immunological condition."
DIS0226,Severe Pancreatitis,Digestive,Severe,False,"Severe Pancreatitis is a severe presentation of pancreatitis, a digestive condition."
DIS0227,Mild Gallstones,Digestive,Moderate,False,"Mild Gallstones is a mild presentation of gallstones, a digestive condition."
DIS0228,Atypical Prostate Cancer,Oncological,Severe,True,"Atypical Prostate Cancer is a atypical presentation of prostate cancer, a oncological condition."
DIS0229,Chronic Bipolar Disorder,Psychiatric,Severe,True,"Chronic Bipolar Disorder is a chronic presentation of bipolar disorder, a psychiatric condition."
DIS0230,Chronic Insomnia Disorder,Psychiatric,Mild,True,"Chronic Insomnia Disorder is a chronic presentation of insomnia disorder, a psychiatric condition."
DIS0231,Early-Stage Acne Vulgaris,Dermatological,Mild,True,"Early-Stage Acne Vulgaris is a early-stage presentation of acne vulgaris, a dermatological condition."
DIS0232,Advanced Pancreatitis,Digestive,Severe,False,"Advanced Pancreatitis is a advanced presentation of pancreatitis, a digestive condition."
DIS0233,Recurrent Allergic Rhinitis,Immunological,Mild,True,"Recurrent Allergic Rhinitis is a recurrent presentation of allergic rhinitis, a immunological condition."
DIS0234,Recurrent Appendicitis,Digestive,Severe,True,"Recurrent Appendicitis is a recurrent presentation of appendicitis, a digestive condition."
DIS0235,Chronic Urticaria,Dermatological,Mild,True,"Chronic Urticaria is a chronic presentation of urticaria, a dermatological condition."
DIS0236,Severe Influenza,Respiratory,Severe,False,"Severe Influenza is a severe presentation of influenza, a respiratory condition."
DIS0237,Mild Hypothyroidism,Endocrine,Moderate,True,"Mild Hypothyroidism is a mild presentation of hypothyroidism, a endocrine condition."
DIS0238,Recurrent Sinusitis,Respiratory,Mild,True,"Recurrent Sinusitis is a recurrent presentation of sinusitis, a respiratory condition."
DIS0239,Mild Major Depressive Disorder,Psychiatric,Moderate,True,"Mild Major Depressive Disorder is a mild presentation of major depressive disorder, a psychiatric condition."
DIS0240,Acute Insomnia Disorder,Psychiatric,Mild,True,"Acute Insomnia Disorder is a acute presentation of insomnia disorder, a psychiatric condition."
DIS0241,Mild Measles,Infectious,Moderate,False,"Mild Measles is a mild presentation of measles, a infectious condition."
DIS0242,Advanced Rheumatoid Arthritis,Musculoskeletal,Severe,True,"Advanced Rheumatoid Arthritis is a advanced presentation of rheumatoid arthritis, a musculoskeletal condition."
DIS0243,Severe Deep Vein Thrombosis,Cardiovascular,Severe,False,"Severe Deep Vein Thrombosis is a severe presentation of deep vein thrombosis, a cardiovascular condition."
DIS0244,Atypical Pneumonia,Respiratory,Severe,False,"Atypical Pneumonia is a atypical presentation of pneumonia, a respiratory condition."
DIS0245,Chronic Lower Back Strain,Musculoskeletal,Mild,True,"Chronic Lower Back Strain is a chronic presentation of lower back strain, a musculoskeletal condition."
DIS0246,Acute Vertigo,ENT,Moderate,False,"Acute Vertigo is a acute presentation of vertigo, a ent condition."
DIS0247,Severe Osteoporosis,Musculoskeletal,Severe,True,"Severe Osteoporosis is a severe presentation of osteoporosis, a musculoskeletal condition."
DIS0248,Chronic Generalized Anxiety Disorder,Psychiatric,Moderate,True,"Chronic Generalized Anxiety Disorder is a chronic presentation of generalized anxiety disorder, a psychiatric condition."
DIS0249,Recurrent Cirrhosis,Digestive,Severe,True,"Recurrent Cirrhosis is a recurrent presentation of cirrhosis, a digestive condition."
DIS0250,Early-Stage Urticaria,Dermatological,Mild,False,"Early-Stage Urticaria is a early-stage presentation of urticaria, a dermatological condition."
DIS0251,Early-Stage Tuberculosis,Respiratory,Severe,True,"Early-Stage Tuberculosis is a early-stage presentation of tuberculosis, a respiratory condition."
DIS0252,Atypical Colorectal Cancer,Oncological,Severe,True,"Atypical Colorectal Cancer is a atypical presentation of colorectal cancer, a oncological condition."
DIS0253,Mild Cirrhosis,Digestive,Severe,True,"Mild Cirrhosis is a mild presentation of cirrhosis, a digestive condition."
DIS0254,Atypical Urticaria,Dermatological,Mild,False,"Atypical Urticaria is a atypical presentation of urticaria, a dermatological condition."
DIS0255,Advanced Alzheimer's Disease,Neurological,Severe,True,"Advanced Alzheimer's Disease is a advanced presentation of alzheimer's disease, a neurological condition."
DIS0256,Recurrent Asthma,Respiratory,Moderate,True,"Recurrent Asthma is a recurrent presentation of asthma, a respiratory condition."
DIS0257,Early-Stage Sinusitis,Respiratory,Mild,False,"Early-Stage Sinusitis is a early-stage presentation of sinusitis, a respiratory condition."
DIS0258,Mild Eczema,Dermatological,Mild,True,"Mild Eczema is a mild presentation of eczema, a dermatological condition."
DIS0259,Atypical Chickenpox,Infectious,Mild,False,"Atypical Chickenpox is a atypical presentation of chickenpox, a infectious condition."
DIS0260,Recurrent Glaucoma,Ophthalmological,Severe,True,"Recurrent Glaucoma is a recurrent presentation of glaucoma, a ophthalmological condition."
DIS0261,Recurrent Osteoarthritis,Musculoskeletal,Moderate,True,"Recurrent Osteoarthritis is a recurrent presentation of osteoarthritis, a musculoskeletal condition."
DIS0262,Advanced Benign Prostatic Hyperplasia,Urological,Moderate,True,"Advanced Benign Prostatic Hyperplasia is a advanced presentation of benign prostatic hyperplasia, a urological condition."
DIS0263,Mild Glaucoma,Ophthalmological,Severe,True,"Mild Glaucoma is a mild presentation of glaucoma, a ophthalmological condition."
DIS0264,Recurrent Hepatitis C,Infectious,Severe,True,"Recurrent Hepatitis C is a recurrent presentation of hepatitis c, a infectious condition."
DIS0265,Acute Influenza,Respiratory,Moderate,False,"Acute Influenza is a acute presentation of influenza, a respiratory condition."
DIS0266,Acute Chronic Kidney Disease,Urological,Severe,True,"Acute Chronic Kidney Disease is a acute presentation of chronic kidney disease, a urological condition."
DIS0267,Severe Osteoarthritis,Musculoskeletal,Severe,True,"Severe Osteoarthritis is a severe presentation of osteoarthritis, a musculoskeletal condition."
DIS0268,Chronic Hypothyroidism,Endocrine,Moderate,True,"Chronic Hypothyroidism is a chronic presentation of hypothyroidism, a endocrine condition."
DIS0269,Severe Gastroenteritis,Digestive,Severe,False,"Severe Gastroenteritis is a severe presentation of gastroenteritis, a digestive condition."
DIS0270,Recurrent Insomnia Disorder,Psychiatric,Mild,True,"Recurrent Insomnia Disorder is a recurrent presentation of insomnia disorder, a psychiatric condition."
DIS0271,Severe Measles,Infectious,Severe,False,"Severe Measles is a severe presentation of measles, a infectious condition."
DIS0272,Advanced Type 2 Diabetes Mellitus,Endocrine,Moderate,True,"Advanced Type 2 Diabetes Mellitus is a advanced presentation of type 2 diabetes mellitus, a endocrine condition."
DIS0273,Acute Fungal Skin Infection,Dermatological,Mild,False,"Acute Fungal Skin Infection is a acute presentation of fungal skin infection, a dermatological condition."
DIS0274,Advanced Prostate Cancer,Oncological,Severe,True,"Advanced Prostate Cancer is a advanced presentation of prostate cancer, a oncological condition."
DIS0275,Early-Stage Gastroesophageal Reflux Disease,Digestive,Mild,True,"Early-Stage Gastroesophageal Reflux Disease is a early-stage presentation of gastroesophageal reflux disease, a digestive condition."
DIS0276,Mild Anemia,Hematological,Moderate,True,"Mild Anemia is a mild presentation of anemia, a hematological condition."
DIS0277,Atypical Measles,Infectious,Moderate,False,"Atypical Measles is a atypical presentation of measles, a infectious condition."
DIS0278,Atypical Hypothyroidism,Endocrine,Moderate,True,"Atypical Hypothyroidism is a atypical presentation of hypothyroidism, a endocrine condition."
DIS0279,Severe Alzheimer's Disease,Neurological,Severe,True,"Severe Alzheimer's Disease is a severe presentation of alzheimer's disease, a neurological condition."
DIS0280,Severe Parkinson's Disease,Neurological,Severe,True,"Severe Parkinson's Disease is a severe presentation of parkinson's disease, a neurological condition."
DIS0281,Recurrent Migraine,Neurological,Moderate,True,"Recurrent Migraine is a recurrent presentation of migraine, a neurological condition."
DIS0282,Advanced Hyperthyroidism,Endocrine,Moderate,True,"Advanced Hyperthyroidism is a advanced presentation of hyperthyroidism, a endocrine condition."
DIS0283,Chronic Major Depressive Disorder,Psychiatric,Moderate,True,"Chronic Major Depressive Disorder is a chronic presentation of major depressive disorder, a psychiatric condition."
DIS0284,Advanced Influenza,Respiratory,Moderate,False,"Advanced Influenza is a advanced presentation of influenza, a respiratory condition."
DIS0285,Chronic Hepatitis A,Infectious,Moderate,True,"Chronic Hepatitis A is a chronic presentation of hepatitis a, a infectious condition."
DIS0286,Recurrent Parkinson's Disease,Neurological,Severe,True,"Recurrent Parkinson's Disease is a recurrent presentation of parkinson's disease, a neurological condition."
DIS0287,Recurrent Gastroesophageal Reflux Disease,Digestive,Mild,True,"Recurrent Gastroesophageal Reflux Disease is a recurrent presentation of gastroesophageal reflux disease, a digestive condition."
DIS0288,Early-Stage Generalized Anxiety Disorder,Psychiatric,Moderate,True,"Early-Stage Generalized Anxiety Disorder is a early-stage presentation of generalized anxiety disorder, a psychiatric condition."
DIS0289,Recurrent Ulcerative Colitis,Digestive,Severe,True,"Recurrent Ulcerative Colitis is a recurrent presentation of ulcerative colitis, a digestive condition."
DIS0290,Early-Stage Chronic Kidney Disease,Urological,Severe,True,"Early-Stage Chronic Kidney Disease is a early-stage presentation of chronic kidney disease, a urological condition."
DIS0291,Chronic Arrhythmia,Cardiovascular,Moderate,True,"Chronic Arrhythmia is a chronic presentation of arrhythmia, a cardiovascular condition."
DIS0292,Early-Stage Measles,Infectious,Moderate,False,"Early-Stage Measles is a early-stage presentation of measles, a infectious condition."
DIS0293,Recurrent Measles,Infectious,Moderate,True,"Recurrent Measles is a recurrent presentation of measles, a infectious condition."
DIS0294,Early-Stage Ulcerative Colitis,Digestive,Severe,True,"Early-Stage Ulcerative Colitis is a early-stage presentation of ulcerative colitis, a digestive condition."
DIS0295,Severe Typhoid Fever,Infectious,Severe,False,"Severe Typhoid Fever is a severe presentation of typhoid fever, a infectious condition."
DIS0296,Recurrent Colorectal Cancer,Oncological,Severe,True,"Recurrent Colorectal Cancer is a recurrent presentation of colorectal cancer, a oncological condition."
DIS0297,Severe Cataract,Ophthalmological,Severe,True,"Severe Cataract is a severe presentation of cataract, a ophthalmological condition."
DIS0298,Early-Stage Hyperthyroidism,Endocrine,Moderate,True,"Early-Stage Hyperthyroidism is a early-stage presentation of hyperthyroidism, a endocrine condition."
DIS0299,Recurrent Pneumonia,Respiratory,Severe,True,"Recurrent Pneumonia is a recurrent presentation of pneumonia, a respiratory condition."
DIS0300,Recurrent Pharyngitis,Respiratory,Mild,True,"Recurrent Pharyngitis is a recurrent presentation of pharyngitis, a respiratory condition."
DIS0301,Advanced Hepatitis B,Infectious,Severe,True,"Advanced Hepatitis B is a advanced presentation of hepatitis b, a infectious condition."
DIS0302,Acute Common Cold,Respiratory,Mild,False,"Acute Common Cold is a acute presentation of common cold, a respiratory condition."
DIS0303,Recurrent Lung Cancer,Oncological,Severe,True,"Recurrent Lung Cancer is a recurrent presentation of lung cancer, a oncological condition."
DIS0304,Chronic Eczema,Dermatological,Mild,True,"Chronic Eczema is a chronic presentation of eczema, a dermatological condition."
DIS0305,Chronic Leukemia,Hematological,Severe,True,"Chronic Leukemia is a chronic presentation of leukemia, a hematological condition."
DIS0306,Early-Stage COVID-19,Respiratory,Moderate,False,"Early-Stage COVID-19 is a early-stage presentation of covid-19, a respiratory condition."
DIS0307,Mild Benign Prostatic Hyperplasia,Urological,Moderate,True,"Mild Benign Prostatic Hyperplasia is a mild presentation of benign prostatic hyperplasia, a urological condition."
DIS0308,Chronic Ulcerative Colitis,Digestive,Severe,True,"Chronic Ulcerative Colitis is a chronic presentation of ulcerative colitis, a digestive condition."
DIS0309,Advanced Chickenpox,Infectious,Mild,False,"Advanced Chickenpox is a advanced presentation of chickenpox, a infectious condition."
DIS0310,Acute Migraine,Neurological,Moderate,True,"Acute Migraine is a acute presentation of migraine, a neurological condition."
DIS0311,Early-Stage Food Allergy,Immunological,Moderate,True,"Early-Stage Food Allergy is a early-stage presentation of food allergy, a immunological condition."
DIS0312,Early-Stage Lupus,Immunological,Severe,True,"Early-Stage Lupus is a early-stage presentation of lupus, a immunological condition."
DIS0313,Chronic Fibromyalgia,Musculoskeletal,Moderate,True,"Chronic Fibromyalgia is a chronic presentation of fibromyalgia, a musculoskeletal condition."
DIS0314,Advanced Fungal Skin Infection,Dermatological,Mild,False,"Advanced Fungal Skin Infection is a advanced presentation of fungal skin infection, a dermatological condition."
DIS0315,Recurrent Urticaria,Dermatological,Mild,True,"Recurrent Urticaria is a recurrent presentation of urticaria, a dermatological condition."
DIS0316,Early-Stage Heart Failure,Cardiovascular,Severe,True,"Early-Stage Heart Failure is a early-stage presentation of heart failure, a cardiovascular condition."
DIS0317,Chronic Anemia,Hematological,Moderate,True,"Chronic Anemia is a chronic presentation of anemia, a hematological condition."
DIS0318,Severe Breast Cancer,Oncological,Severe,True,"Severe Breast Cancer is a severe presentation of breast cancer, a oncological condition."
DIS0319,Mild Fibromyalgia,Musculoskeletal,Moderate,True,"Mild Fibromyalgia is a mild presentation of fibromyalgia, a musculoskeletal condition."
DIS0320,Severe Eczema,Dermatological,Severe,True,"Severe Eczema is a severe presentation of eczema, a dermatological condition."
DIS0321,Acute Pancreatitis,Digestive,Severe,False,"Acute Pancreatitis is a acute presentation of pancreatitis, a digestive condition."
DIS0322,Severe Lupus,Immunological,Severe,True,"Severe Lupus is a severe presentation of lupus, a immunological condition."
DIS0323,Chronic Thrombocytopenia,Hematological,Moderate,True,"Chronic Thrombocytopenia is a chronic presentation of thrombocytopenia, a hematological condition."
DIS0324,Advanced Colorectal Cancer,Oncological,Severe,True,"Advanced Colorectal Cancer is a advanced presentation of colorectal cancer, a oncological condition."
DIS0325,Recurrent Kidney Stones,Urological,Severe,True,"Recurrent Kidney Stones is a recurrent presentation of kidney stones, a urological condition."
DIS0326,Mild Ulcerative Colitis,Digestive,Severe,True,"Mild Ulcerative Colitis is a mild presentation of ulcerative colitis, a digestive condition."
DIS0327,Early-Stage Typhoid Fever,Infectious,Severe,False,"Early-Stage Typhoid Fever is a early-stage presentation of typhoid fever, a infectious condition."
DIS0328,Severe Sinusitis,Respiratory,Severe,False,"Severe Sinusitis is a severe presentation of sinusitis, a respiratory condition."
DIS0329,Mild Prostate Cancer,Oncological,Severe,True,"Mild Prostate Cancer is a mild presentation of prostate cancer, a oncological condition."
DIS0330,Recurrent Eczema,Dermatological,Mild,True,"Recurrent Eczema is a recurrent presentation of eczema, a dermatological condition."
DIS0331,Advanced Vertigo,ENT,Moderate,False,"Advanced Vertigo is a advanced presentation of vertigo, a ent condition."
DIS0332,Mild Acne Vulgaris,Dermatological,Mild,True,"Mild Acne Vulgaris is a mild presentation of acne vulgaris, a dermatological condition."
DIS0333,Acute Bronchitis,Respiratory,Moderate,False,"Acute Bronchitis is a acute presentation of bronchitis, a respiratory condition."
DIS0334,Severe Common Cold,Respiratory,Severe,False,"Severe Common Cold is a severe presentation of common cold, a respiratory condition."
DIS0335,Acute Alzheimer's Disease,Neurological,Severe,True,"Acute Alzheimer's Disease is a acute presentation of alzheimer's disease, a neurological condition."
DIS0336,Atypical Pharyngitis,Respiratory,Mild,False,"Atypical Pharyngitis is a atypical presentation of pharyngitis, a respiratory condition."
DIS0337,Chronic Measles,Infectious,Moderate,True,"Chronic Measles is a chronic presentation of measles, a infectious condition."
DIS0338,Mild Parkinson's Disease,Neurological,Severe,True,"Mild Parkinson's Disease is a mild presentation of parkinson's disease, a neurological condition."
DIS0339,Mild Lower Back Strain,Musculoskeletal,Mild,False,"Mild Lower Back Strain is a mild presentation of lower back strain, a musculoskeletal condition."
DIS0340,Advanced Type 1 Diabetes Mellitus,Endocrine,Severe,True,"Advanced Type 1 Diabetes Mellitus is a advanced presentation of type 1 diabetes mellitus, a endocrine condition."
DIS0341,Recurrent Dengue Fever,Infectious,Severe,True,"Recurrent Dengue Fever is a recurrent presentation of dengue fever, a infectious condition."
DIS0342,Early-Stage Epilepsy,Neurological,Severe,True,"Early-Stage Epilepsy is a early-stage presentation of epilepsy, a neurological condition."
DIS0343,Severe Type 2 Diabetes Mellitus,Endocrine,Severe,True,"Severe Type 2 Diabetes Mellitus is a severe presentation of type 2 diabetes mellitus, a endocrine condition."
DIS0344,Chronic Dengue Fever,Infectious,Severe,True,"Chronic Dengue Fever is a chronic presentation of dengue fever, a infectious condition."
DIS0345,Severe Lung Cancer,Oncological,Severe,True,"Severe Lung Cancer is a severe presentation of lung cancer, a oncological condition."
DIS0346,Severe Cirrhosis,Digestive,Severe,True,"Severe Cirrhosis is a severe presentation of cirrhosis, a digestive condition."
DIS0347,Advanced Stroke,Cardiovascular,Severe,False,"Advanced Stroke is a advanced presentation of stroke, a cardiovascular condition."
DIS0348,Severe Hypertension,Cardiovascular,Severe,True,"Severe Hypertension is a severe presentation of hypertension, a cardiovascular condition."
DIS0349,Early-Stage Kidney Stones,Urological,Severe,False,"Early-Stage Kidney Stones is a early-stage presentation of kidney stones, a urological condition."
DIS0350,Advanced Glaucoma,Ophthalmological,Severe,True,"Advanced Glaucoma is a advanced presentation of glaucoma, a ophthalmological condition."
DIS0351,Recurrent Tonsillitis,ENT,Mild,True,"Recurrent Tonsillitis is a recurrent presentation of tonsillitis, a ent condition."
DIS0352,Chronic Stroke,Cardiovascular,Severe,True,"Chronic Stroke is a chronic presentation of stroke, a cardiovascular condition."
DIS0353,Acute Gallstones,Digestive,Moderate,False,"Acute Gallstones is a acute presentation of gallstones, a digestive condition."
DIS0354,Mild Psoriasis,Dermatological,Moderate,True,"Mild Psoriasis is a mild presentation of psoriasis, a dermatological condition."
DIS0355,Advanced Lung Cancer,Oncological,Severe,True,"Advanced Lung Cancer is a advanced presentation of lung cancer, a oncological condition."
DIS0356,Early-Stage Leukemia,Hematological,Severe,True,"Early-Stage Leukemia is a early-stage presentation of leukemia, a hematological condition."
DIS0357,Early-Stage Thrombocytopenia,Hematological,Moderate,False,"Early-Stage Thrombocytopenia is a early-stage presentation of thrombocytopenia, a hematological condition."
DIS0358,Severe Tuberculosis,Respiratory,Severe,True,"Severe Tuberculosis is a severe presentation of tuberculosis, a respiratory condition."
DIS0359,Chronic Osteoarthritis,Musculoskeletal,Moderate,True,"Chronic Osteoarthritis is a chronic presentation of osteoarthritis, a musculoskeletal condition."
DIS0360,Chronic Asthma,Respiratory,Moderate,True,"Chronic Asthma is a chronic presentation of asthma, a respiratory condition."
DIS0361,Acute Stroke,Cardiovascular,Severe,False,"Acute Stroke is a acute presentation of stroke, a cardiovascular condition."
DIS0362,Atypical Glaucoma,Ophthalmological,Severe,True,"Atypical Glaucoma is a atypical presentation of glaucoma, a ophthalmological condition."
DIS0363,Advanced Typhoid Fever,Infectious,Severe,False,"Advanced Typhoid Fever is a advanced presentation of typhoid fever, a infectious condition."
DIS0364,Severe Hepatitis A,Infectious,Severe,False,"Severe Hepatitis A is a severe presentation of hepatitis a, a infectious condition."
DIS0365,Severe Epilepsy,Neurological,Severe,True,"Severe Epilepsy is a severe presentation of epilepsy, a neurological condition."
DIS0366,Advanced Multiple Sclerosis,Neurological,Severe,True,"Advanced Multiple Sclerosis is a advanced presentation of multiple sclerosis, a neurological condition."
DIS0367,Mild Cataract,Ophthalmological,Moderate,True,"Mild Cataract is a mild presentation of cataract, a ophthalmological condition."
DIS0368,Acute Hypothyroidism,Endocrine,Moderate,True,"Acute Hypothyroidism is a acute presentation of hypothyroidism, a endocrine condition."
DIS0369,Chronic Appendicitis,Digestive,Severe,True,"Chronic Appendicitis is a chronic presentation of appendicitis, a digestive condition."
DIS0370,Severe Migraine,Neurological,Severe,True,"Severe Migraine is a severe presentation of migraine, a neurological condition."
DIS0371,Severe Skin Cancer,Oncological,Severe,True,"Severe Skin Cancer is a severe presentation of skin cancer, a oncological condition."
DIS0372,Severe Chickenpox,Infectious,Severe,False,"Severe Chickenpox is a severe presentation of chickenpox, a infectious condition."
DIS0373,Chronic Coronary Artery Disease,Cardiovascular,Severe,True,"Chronic Coronary Artery Disease is a chronic presentation of coronary artery disease, a cardiovascular condition."
DIS0374,Early-Stage Urinary Tract Infection,Urological,Mild,False,"Early-Stage Urinary Tract Infection is a early-stage presentation of urinary tract infection, a urological condition."
DIS0375,Mild Cholera,Infectious,Severe,False,"Mild Cholera is a mild presentation of cholera, a infectious condition."
DIS0376,Mild Colorectal Cancer,Oncological,Severe,True,"Mild Colorectal Cancer is a mild presentation of colorectal cancer, a oncological condition."
DIS0377,Atypical Hepatitis B,Infectious,Severe,True,"Atypical Hepatitis B is a atypical presentation of hepatitis b, a infectious condition."
DIS0378,Mild Skin Cancer,Oncological,Severe,True,"Mild Skin Cancer is a mild presentation of skin cancer, a oncological condition."
DIS0379,Recurrent Chronic Kidney Disease,Urological,Severe,True,"Recurrent Chronic Kidney Disease is a recurrent presentation of chronic kidney disease, a urological condition."
DIS0380,Early-Stage Conjunctivitis,Ophthalmological,Mild,False,"Early-Stage Conjunctivitis is a early-stage presentation of conjunctivitis, a ophthalmological condition."
DIS0381,Acute Urticaria,Dermatological,Mild,False,"Acute Urticaria is a acute presentation of urticaria, a dermatological condition."
DIS0382,Recurrent Type 2 Diabetes Mellitus,Endocrine,Moderate,True,"Recurrent Type 2 Diabetes Mellitus is a recurrent presentation of type 2 diabetes mellitus, a endocrine condition."
DIS0383,Acute Prostate Cancer,Oncological,Severe,True,"Acute Prostate Cancer is a acute presentation of prostate cancer, a oncological condition."
DIS0384,Chronic Chickenpox,Infectious,Mild,True,"Chronic Chickenpox is a chronic presentation of chickenpox, a infectious condition."
DIS0385,Advanced Conjunctivitis,Ophthalmological,Mild,False,"Advanced Conjunctivitis is a advanced presentation of conjunctivitis, a ophthalmological condition."
DIS0386,Severe Glaucoma,Ophthalmological,Severe,True,"Severe Glaucoma is a severe presentation of glaucoma, a ophthalmological condition."
DIS0387,Mild COVID-19,Respiratory,Moderate,False,"Mild COVID-19 is a mild presentation of covid-19, a respiratory condition."
DIS0388,Advanced Crohn's Disease,Digestive,Severe,True,"Advanced Crohn's Disease is a advanced presentation of crohn's disease, a digestive condition."
DIS0389,Severe Food Allergy,Immunological,Severe,True,"Severe Food Allergy is a severe presentation of food allergy, a immunological condition."
DIS0390,Atypical Bell's Palsy,Neurological,Moderate,False,"Atypical Bell's Palsy is a atypical presentation of bell's palsy, a neurological condition."
DIS0391,Atypical Appendicitis,Digestive,Severe,False,"Atypical Appendicitis is a atypical presentation of appendicitis, a digestive condition."
DIS0392,Atypical Type 2 Diabetes Mellitus,Endocrine,Moderate,True,"Atypical Type 2 Diabetes Mellitus is a atypical presentation of type 2 diabetes mellitus, a endocrine condition."
DIS0393,Advanced Irritable Bowel Syndrome,Digestive,Moderate,True,"Advanced Irritable Bowel Syndrome is a advanced presentation of irritable bowel syndrome, a digestive condition."
DIS0394,Advanced Gout,Musculoskeletal,Moderate,True,"Advanced Gout is a advanced presentation of gout, a musculoskeletal condition."
DIS0395,Acute Asthma,Respiratory,Moderate,True,"Acute Asthma is a acute presentation of asthma, a respiratory condition."
DIS0396,Early-Stage Glaucoma,Ophthalmological,Severe,True,"Early-Stage Glaucoma is a early-stage presentation of glaucoma, a ophthalmological condition."
DIS0397,Atypical Parkinson's Disease,Neurological,Severe,True,"Atypical Parkinson's Disease is a atypical presentation of parkinson's disease, a neurological condition."
DIS0398,Mild Pancreatitis,Digestive,Severe,False,"Mild Pancreatitis is a mild presentation of pancreatitis, a digestive condition."
DIS0399,Recurrent Typhoid Fever,Infectious,Severe,True,"Recurrent Typhoid Fever is a recurrent presentation of typhoid fever, a infectious condition."
DIS0400,Recurrent Hepatitis B,Infectious,Severe,True,"Recurrent Hepatitis B is a recurrent presentation of hepatitis b, a infectious condition."
DIS0401,Severe Bell's Palsy,Neurological,Severe,False,"Severe Bell's Palsy is a severe presentation of bell's palsy, a neurological condition."
DIS0402,Atypical Generalized Anxiety Disorder,Psychiatric,Moderate,True,"Atypical Generalized Anxiety Disorder is a atypical presentation of generalized anxiety disorder, a psychiatric condition."
DIS0403,Advanced Acne Vulgaris,Dermatological,Mild,True,"Advanced Acne Vulgaris is a advanced presentation of acne vulgaris, a dermatological condition."
DIS0404,Mild Stroke,Cardiovascular,Severe,False,"Mild Stroke is a mild presentation of stroke, a cardiovascular condition."
DIS0405,Mild Insomnia Disorder,Psychiatric,Mild,True,"Mild Insomnia Disorder is a mild presentation of insomnia disorder, a psychiatric condition."
DIS0406,Severe Tonsillitis,ENT,Severe,False,"Severe Tonsillitis is a severe presentation of tonsillitis, a ent condition."
DIS0407,Severe Asthma,Respiratory,Severe,True,"Severe Asthma is a severe presentation of asthma, a respiratory condition."
DIS0408,Atypical Ulcerative Colitis,Digestive,Severe,True,"Atypical Ulcerative Colitis is a atypical presentation of ulcerative colitis, a digestive condition."
DIS0409,Advanced Urticaria,Dermatological,Mild,False,"Advanced Urticaria is a advanced presentation of urticaria, a dermatological condition."
DIS0410,Recurrent Deep Vein Thrombosis,Cardiovascular,Severe,True,"Recurrent Deep Vein Thrombosis is a recurrent presentation of deep vein thrombosis, a cardiovascular condition."
DIS0411,Recurrent Stroke,Cardiovascular,Severe,True,"Recurrent Stroke is a recurrent presentation of stroke, a cardiovascular condition."
DIS0412,Mild Malaria,Infectious,Severe,False,"Mild Malaria is a mild presentation of malaria, a infectious condition."
DIS0413,Early-Stage Pancreatitis,Digestive,Severe,False,"Early-Stage Pancreatitis is a early-stage presentation of pancreatitis, a digestive condition."
DIS0414,Advanced Anemia,Hematological,Moderate,True,"Advanced Anemia is a advanced presentation of anemia, a hematological condition."
DIS0415,Advanced Thrombocytopenia,Hematological,Moderate,False,"Advanced Thrombocytopenia is a advanced presentation of thrombocytopenia, a hematological condition."
DIS0416,Mild Pneumonia,Respiratory,Severe,False,"Mild Pneumonia is a mild presentation of pneumonia, a respiratory condition."
DIS0417,Chronic Acne Vulgaris,Dermatological,Mild,True,"Chronic Acne Vulgaris is a chronic presentation of acne vulgaris, a dermatological condition."
DIS0418,Early-Stage Lung Cancer,Oncological,Severe,True,"Early-Stage Lung Cancer is a early-stage presentation of lung cancer, a oncological condition."
DIS0419,Early-Stage Type 1 Diabetes Mellitus,Endocrine,Severe,True,"Early-Stage Type 1 Diabetes Mellitus is a early-stage presentation of type 1 diabetes mellitus, a endocrine condition."
DIS0420,Atypical Bipolar Disorder,Psychiatric,Severe,True,"Atypical Bipolar Disorder is a atypical presentation of bipolar disorder, a psychiatric condition."
DIS0421,Recurrent Influenza,Respiratory,Moderate,True,"Recurrent Influenza is a recurrent presentation of influenza, a respiratory condition."
DIS0422,Advanced Bronchitis,Respiratory,Moderate,False,"Advanced Bronchitis is a advanced presentation of bronchitis, a respiratory condition."
DIS0423,Atypical Kidney Stones,Urological,Severe,False,"Atypical Kidney Stones is a atypical presentation of kidney stones, a urological condition."
